CNPJ_Fundo,Data_Referencia,Versao,Nome_Endereco_Imovel,Caracteristicas_Contratuais
11.274.415/0001-70,2016-12-31,2,Lojas Americanas S.A - Maceio,Não possui caracteristicas que destoem dos demais
11.281.322/0001-72,2016-12-31,2,Edifício Torre Boa Vista,"Para o imóvel Edifício Torre Boa Vista, encontra-se parcialmente locado. O presente contrato poderá ser rescindido por qualquer uma das partes mediante o pagamento da indenização prevista em contrato e desde que o interessado dê ciência à outra parte, por escrito, com antecedência mínima de 90 dias."
11.326.746/0001-06,2016-12-31,1,"Imóvel Sumaré  -  Rod. Anhanguera, Km 106, sentido Campinas / Interior - Sumaré - SP",Contrato de locação para fins não residenciais - correção anual por IGPM
11.326.746/0001-06,2016-12-31,1,"Imóvel Aricanduva - Rua Comendador Gil Pinheiro, 463 - Tatuapé - São Paulo - SP",Contrato de locação para fins não residenciais - correção anual por IGPM
11.326.746/0001-06,2016-12-31,1,"Imóvel SJC - Rod. Presidente Dutra, esquina com a Avenida Cassiano Ricardo - Sâo Jose dos Campos - SP",Contrato de Locação Atipico - BTS  - correção anual por IGPM - 10% de multa por atraso nos pagamentos
11.326.746/0001-06,2016-12-31,1,"Imóvel Guarulhos - Av. Sete de Sertembro, 1.796 - Vila Galvão - Guarulhos - SP",Contrato de locação para fins não residenciais - correção anual por IGPM
11.326.746/0001-06,2016-12-31,1,"Imóvel Indaiatuba - Rua Tupinambás, 617, JD Guanabara - Indaiatuba - SP",Contrato de locação para fins não residenciais - correção anual por IGPM
11.326.746/0001-06,2016-12-31,1,"Imóvel Jundiaí Cica - Rua Cica, nº 201, Vila Francisco Eber, Jundiai - SP.",Contrato de locação para fins não residenciais - correção anual por IGPM
11.602.654/0001-01,2016-12-31,2,Insper Instituto de Pesquisa,Não possui caracteristicas que destoem dos demais
11.728.688/0001-47,2016-12-31,1,-,-
11.839.593/0001-09,2016-12-31,1,CERATTI,"TIPO AtípicoPRAZO 10 anosVENCIMENTO Jun/2024ÍNDICE DE REAJUSTE IGPMVALOR DO ALUGUEL ATUAL R$ 312.703,37R$/M2 R$ 22,58GARANTIA Não se Aplica"
11.839.593/0001-09,2016-12-31,1,MAGNA,"TIPO AtípicoPRAZO 10 anosVENCIMENTO Mar/2019ÍNDICE DE REAJUSTE IGPMVALOR DO ALUGUEL ATUAL R$ 233.617,87R$/M2 R$ 22,38GARANTIA Não se Aplica"
11.839.593/0001-09,2016-12-31,1,ITAMBÉ,"TIPO AtípicoPRAZO 10 anosVENCIMENTO Jun/2022ÍNDICE DE REAJUSTE IGPMVALOR DO ALUGUEL ATUAL R$ 231.262,74R$/M2 R$ 28,70GARANTIA Fiança Bancária"
12.005.956/0001-65,2016-12-31,1,Não Há,Não Há
12.093.377/0001-11,2016-12-31,1,ED. VENTURA CORPORATE TOWERS - TORRE OESTE,Não possui caracteristicas que destoem dos demais
12.358.507/0001-09,2016-12-31,1,Nada consta,Nada consta
12.401.858/0001-47,2016-12-31,2,Condomínio WT Morumbi - Ala A,Não possui caracteristicas que destoem dos demais
12.516.185/0001-70,2016-12-31,1,Leblon,"Compromisso de Venda e Compra - fração de 65,64 do imóvel"
12.681.340/0001-04,2016-12-31,1,não há,não há
12.804.013/0001-00,2016-12-31,1,Nada,Nada
12.809.972/0001-00,2016-12-31,1,-,-
12.811.222/0001-73,2016-12-31,1,Imoveis para renda,Contrato de locação comercial.
12.887.506/0001-43,2016-12-31,1,Schahin,"O contrato é reajusta anualmente em função da variação positiva do Índice de Preços ao Consumidor Amplo - IPCA/IBGE. Em caso de rescisão antecipada do contrato de locação, a locatária deverá pagar multa equivalente ao saldo restante de aluguéis, da data de rescisão ao termino do contrato.As obrigações contratuais são garantidas por seguro fiança de seguradora de primeira linha, com cobertura mínima de dezoito meses.A Locatária possui o direito de adquirir o imóvel, no período compreendido entre o segundo e decimo ano de locação, pelo valor do empreendimento corrigido pelo INCC/FGV e acrescido de uma taxa de 2% a.a."
12.887.506/0001-43,2016-12-31,1,Atmosfera,"O contrato é reajusta anualmente em função da variação positiva do Índice Geral De Preços do Mercado - IGP-M/FGV. Em caso de rescisão antecipada do contrato de locação, nos cinco primeiros anos de contrato, a locatária está sujeita a multa relativo ao pagamento do saldo remanescente de alugueis até o sexagésimo mês de locação. Se a rescisão ocorrer após o sexagésimo mês, a locatária deverá pagar multa equivalente a seis meses de aluguel, proporcionais ao decurso do prazo de locação.As obrigações contratuais deverão ser garantidas, por seguro locatício de instituição de primeira linha, com cobertura equivalente a seis meses de locação.O contrato é, portanto, considerado atípico até o sexagésimo mês e típico após o sexagésimo primeiro mês."
12.887.506/0001-43,2016-12-31,1,Aspro,"O contrato é reajusta anualmente em função da variação positiva do Índice de Preços ao Consumidor Amplo - IPCA/IBGE. Em caso de rescisão antecipada do contrato de locação a locatária deverá pagar multa equivalente ao saldo restante de aluguéis, da data de rescisão ao termino do contrato.As obrigações contratuais são garantidas por seguro fiança de seguradora de primeira linha, renovada anualmente pela locatária."
12.948.291/0001-23,2016-12-31,3,Ed. The One,"Contratos de locação típicos, com prazo de 5 (cinco) anos, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M."
12.978.943/0001-72,2016-12-31,2,"Av. Alexandre Colares, 1188, Parque Anhanguera, São Paulo/SP",Contrato Built to suit.
13.012.312/0001-67,2016-12-31,1,BR-163 km 95 a23 km do Centro de Rondonópolis,Contrato de Built To Suit
13.012.312/0001-67,2016-12-31,1,15 km de Araguari/MG,Contrato de Built To Suit
13.012.312/0001-67,2016-12-31,1,"Rodovia Castelo Branco km 93,Sorocaba/SP",Contrato de Built To Suit
13.012.312/0001-67,2016-12-31,1,"Rodovia Castelo Branco km 93,Sorocaba/SP",Contrato de Built To Suit
13.022.993/0001-44,2016-12-31,2,Edificio Faria Lima 4440,Não possui caracteristicas que destoem dos demais
13.022.994/0001-99,2016-12-31,1,Shopping Eldorado,"Contratos típicos de 5 anos, ajustados anualmente pelo indíce IGP-DI com garantia de Fiadores."
13.125.823/0001-95,2016-12-31,1,"Gleba G,",Contrato de locação comercial.
13.320.290/0001-00,2016-12-31,1,Todos Imóveis,Não apresentam características individuais
13.371.132/0001-71,2016-12-31,2,Ed. Praia de Botafogo,"Reajuste anual por indexador de inflação, aviso prévio e multa proporcional ao período de cumprimento do contrato, direito de preferência e multa caso haja descumprimento do contrato"
13.500.306/0001-59,2016-12-31,4,Edifício Sede,"Os contratos de locação  dos imóveis do Fundo  preveem  período de garantia de permanência, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M."
13.500.306/0001-59,2016-12-31,4,Ed. Banco Mercantil,"Os contratos de locação  dos imóveis do Fundo  preveem  período de garantia de permanência, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M."
13.500.306/0001-59,2016-12-31,4,Centro de Tecnologia,Não se aplica
13.551.286/0001-45,2016-12-31,2,Centro Empresarial de São Paulo,Não possui caracteristicas que destoem dos demais
13.568.181/0001-07,2016-12-31,2,CD Santa Cruz,Contrato de Locação vigente até 10/08/2024.
13.652.006/0001-95,2016-12-31,1,"Shopping Sulacap - Avenida Marechal Fontenelle, 3545 - Rio de Janeiro, RJ","O Fundo tem por objeto adquirir e obter renda, mediante participação correspondente a 44% (quarenta e quatro por cento) no empreendimento imobiliário denominado Parque Shopping Sulacap. Foi constituído um Condomínio que por sua vez contrata os Prestadores de Serviços e celebra os contratos de locação."
13.703.596/0001-38,2016-12-31,1,Imovel 1,
13.842.683/0001-76,2016-12-31,1,Edifício Itaim Business Center,"A multa contratual pactuada entre as Partes, por descumprimento de qualquer cláusula ou condição do presente Contrato será equivalente a 01 (um) aluguel vigente à época da infração, salvo quando tal infração for objeto de multa específica estabelecida no presente contrato."
13.920.018/0001-53,2016-12-31,2,Imóvel 1,Rua Cica Nº 201 -Bairro das Pitangueiras - Jundiai - São Paulo
13.966.653/0001-71,2016-12-31,2,Thera Coporate,Não possui caracteristicas que destoem dos demais
13.974.819/0001-00,2016-12-31,2,Juiz de Fora,Contrato de locação para fins comerciais.
14.069.202/0001-02,2016-12-31,1,AQ³ LOG Taubaté,Firmado entre as partes
14.069.202/0001-02,2016-12-31,1,AQ³ Industrial - Nova Iguaçu,Firmado entre as partes
14.088.246/0001-71,2016-12-31,1,Shopping Center Pátio Belém,Convenção de condomínio com prazo indeterminado enquanto durar a co-propriedade.
14.149.745/0001-21,2016-12-31,1,Arena,Não se aplica
14.217.108/0001-45,2016-12-31,2,"Rua Dona Francisca, 8300 - Distrito Industrial -  joinville - SC",Garantia Contratual - Titulo de Capitalização
14.376.247/0001-11,2016-12-31,2,Edificio Brascan Century Corporate - Bloco C,Não possui caracteristicas que destoem dos demais
14.376.247/0001-11,2016-12-31,2,Edificio Torre Rio Sul,Não possui caracteristicas que destoem dos demais
14.410.722/0001-29,2016-12-31,1,não há,não há
14.413.342/0001-48,2016-12-31,1,"Ed. Canopus - Av. Tambore, 267 - Tamboré, Barueri - SP - 9º Andar - Unidade 91 - Bloco B",Contrato de Locação para Fins não Residenciais (Correção por IPCA)
14.413.342/0001-48,2016-12-31,1,"Ed. Canopus - Av. Tambore, 267 - Tamboré, Barueri - SP - 14º Andar - Unidade 141 - Bloco B",Contrato de Locação para Fins não Residenciais (Correção anual por IPCA Permite Sublocação para empresas do mesmo Grupo Economico)
14.413.342/0001-48,2016-12-31,1,"Ed. Canopus - Av. Tambore, 267 - Tamboré, Barueri - SP - 15º Andar - Unidade 151 - Bloco B",Contrato de Locação para Fins não Residenciais (Correção anual por IPCA Permite Sublocação para empresas do mesmo Grupo Economico)
14.413.342/0001-48,2016-12-31,1,"Rua Campo Grande, 120 , Lote 08 do PAL 47.371 - Campo Grande - Rio de Janeiro - RJ","Contrato de Locação Atipico ""built to suit"" - BTS (Correção anual por IPCA)"
14.631.148/0001-39,2016-12-31,1,-,-
14.721.889/0001-00,2016-12-31,1,Não se aplica.,Não se aplica.
14.733.211/0001-48,2016-12-31,1,"Rua Manoel da Nobrega, 712, Centro, Diadema - SP",Os contratos serão reajustados com base na variação IGP-M
14.733.211/0001-48,2016-12-31,1,"Avenida Brigadeiro Faria Lima, 3900 - 6º andar - conj. 601 e 18 vagas de garagens - São Paulo/SP",Os contratos serão reajustados com base na variação IGP-M
14.788.492/0001-36,2016-12-31,2,Ed. Vitor Malzoni - Torre Sul,Não possui caracteristicas que destoem dos demais
14.793.782/0001-78,2016-12-31,2,Edíficio Tenente Negrão,não há
14.793.782/0001-78,2016-12-31,2,Edifício Suarez Trade,não há
14.793.782/0001-78,2016-12-31,2,Edifício Empresarial Center I,não há
14.793.782/0001-78,2016-12-31,2,Edifício Emrpresarial Center II,não há
14.879.856/0001-93,2016-12-31,2,Shopping Jardim Sul,Não possui caracteristicas que destoem dos demais
15.006.267/0001-63,2016-12-31,2,GT Plaza,Não possui caracteristicas que destoem dos demais
15.006.267/0001-63,2016-12-31,2,Macaé,Não possui caracteristicas que destoem dos demais
15.006.286/0001-90,2016-12-31,2,Edificio Rio Negro,"Os contratos são típicos, majoritariamente reajustados pelo IGPM e com prazo de 5 anos."
15.098.422/0001-19,2016-12-31,1,Imóvel 1,"Contrato típico, com reajuste anual pelo IPCA"
15.296.696/0001-12,2016-12-31,1,Vila Olímpia Corporate,Não Aplicável.
15.333.306/0001-37,2016-12-31,2,Edificio Galeria,Não possui caracteristicas que destoem dos demais
15.348.117/0001-38,2016-12-31,1,Imóveis comerciais,Contrato de locação comercial.
15.463.207/0001-70,2016-12-31,1,IMÓVEL 1,Estaleiro
15.489.509/0001-17,2016-12-31,1,Contratos de locações comerciais,Reajustes anual pelo IPCA
15.538.445/0001-05,2016-12-31,1,Edificio Comercial Belenzinho,
15.538.445/0001-05,2016-12-31,1,Edificio Comercial Badaró,
15.570.431/0001-60,2016-12-31,1,Arroio do Sal,Não Aplicável
15.570.431/0001-60,2016-12-31,1,Campina,Não Aplicável
15.570.431/0001-60,2016-12-31,1,Parobe,Não Aplicável
15.570.431/0001-60,2016-12-31,1,Scharlau,Não Aplicável
15.570.431/0001-60,2016-12-31,1,Padre Claret,Não Aplicável
15.570.431/0001-60,2016-12-31,1,Taquari,Não Aplicável
15.570.431/0001-60,2016-12-31,1,Tancredo Neves,Não Aplicável
15.570.431/0001-60,2016-12-31,1,Vacaria,Não Aplicável
15.570.431/0001-60,2016-12-31,1,Sao Gabriel,Não Aplicável
15.570.431/0001-60,2016-12-31,1,Camboim,Não Aplicável
15.570.431/0001-60,2016-12-31,1,Santa Rosa,Não Aplicável
15.570.431/0001-60,2016-12-31,1,Cassino,Não Aplicável
15.570.431/0001-60,2016-12-31,1,Belem Novo,Não Aplicável
15.570.431/0001-60,2016-12-31,1,General Camara,Não Aplicável
15.570.431/0001-60,2016-12-31,1,Quarai,Não Aplicável
15.570.431/0001-60,2016-12-31,1,Vila Ipiranga,Não Aplicável
15.570.431/0001-60,2016-12-31,1,Sapiranga,Não Aplicável
15.570.431/0001-60,2016-12-31,1,Cruz Alta,Não Aplicável
15.576.907/0001-70,2016-12-31,2,Os imóveis são locados para a Caixa Econômica Federal por meio de contratos de locação atípicos.,Prazo de 10 anos com multa rescisória equivalente ao decorrer do contrato. Demais cláusulas são confidenciais.
15.799.397/0001-09,2016-12-31,2,CEO Corporate Executive Offices,Não possui caracteristicas que destoem dos demais
15.862.591/0001-83,2016-12-31,1,Imóvel 1,Correia Vasques nº 250 com área total de 4755 m² - Cidade Nova - Rio de janeiro
16.671.412/0001-93,2016-12-31,3,Multimodal D Caxias,"Os contratos são típicos de 5 anos, atualizados anualmente pela variação positiva do IGP-M. As demais cláusulas são confidenciais."
16.802.320/0001-03,2016-12-31,3,Ed. The Corporate Macaé,"Contratos Típico e atípicos, com prazos de 120 meses, 118 meses e 110 meses, corrigidos anualmente pelo IGP-M."
16.915.840/0001-14,2016-12-31,3,Os imóveis são locados para o Banco Santander por meio de contratos de locação atípicos.,Prazo de 10 anos com multa rescisória equivalente ao decorrer do contrato. Demais cláusulas são confidenciais.
17.007.443/0001-07,2016-12-31,1,"R. General Waldomiro de Lima, 508, Jabaquara, São Paulo - SP",Contrato de Locação vigente até 31/06/2021.
17.007.443/0001-07,2016-12-31,1,"R. Castro Delgado, 188, Alto de Pinheiros, São Paulo - SP",Contrato de Locação vigente até 31/03/2019.
17.007.528/0001-95,2016-12-31,1,Casa Daros,"Contrato de Longo prazo, único ocupante, imóvel Tombado pelo patrimonio público."
17.025.970/0001-44,2016-12-31,1,Hospital São Luiz - BLOCO A,
17.025.970/0001-44,2016-12-31,1,Hospital São Luiz - BLOCO B,
17.025.970/0001-44,2016-12-31,1,Hospital São Luiz - BLOCO C e E,
17.025.970/0001-44,2016-12-31,1,Hospital São Luiz - BLOCO D,
17.035.124/0001-05,2016-12-31,1,Ambev Santa Luzia/BH,Centro de Distribuição
17.035.124/0001-05,2016-12-31,1,Atento Santos/SP,Call Center
17.035.124/0001-05,2016-12-31,1,Atento Salvador/BA,Call Center
17.143.998/0001-86,2016-12-31,1,-,-
17.144.039/0001-85,2016-12-31,1,-,-
17.161.979/0001-82,2016-12-31,1,"Ed.Prime Savassi, Rua Antonio de Albuquerque, 194 -  cj. 601  -Belo Horizonte / MG",Rescisão sem penalidade caso locadora ou acionistas realizem negocio juridico com concorrente ou com quaisquer terceiros que exponha informações confidenciais da locatária.
